Gene ID	Gene Name	'ca1, ca4 double mutant' vs 'wild type' in '500 ppm carbon dioxide'.p-value	'ca1, ca4 double mutant' vs 'wild type' in '500 ppm carbon dioxide'.log2foldchange	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'ca1, ca4 double mutant'.p-value	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'ca1, ca4 double mutant'.log2foldchange	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'wild type'.p-value	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'wild type'.log2foldchange	'ca1, ca4 double mutant' vs 'wild type' in '150 ppm carbon dioxide'.p-value	'ca1, ca4 double mutant' vs 'wild type' in '150 ppm carbon dioxide'.log2foldchange
AT1G03270	CBSDUF4	0.999602131988726	-0.1	0.999905277372085	-0.2	0.959551340160885	0.1	0.999982111190236	0.1
AT1G03280		0.999602131988726	0	0.999905277372085	-0.1	0.745642287435354	-0.1	0.999982111190236	0
AT1G03290		0.999602131988726	0.2	0.999905277372085	0.1	0.767910369411806	-0.2	0.999982111190236	0
AT1G03300	DUF1	NA	0	NA	0	NA	0	NA	0
AT1G03310	ISA2	0.999602131988726	-0.1	0.999905277372085	0	0.765583573862096	0.3	0.999982111190236	0
AT1G03320		0.999602131988726	-0.1	0.999905277372085	-0.1	0.837594758808472	0.2	0.999982111190236	0
AT1G03325		NA	0	NA	0	NA	0	NA	0
AT1G03330	LSM2	0.926730420103802	-0.1	0.999905277372085	0.1	0.668403063247581	0.2	0.999982111190236	0
AT1G03340		0.999602131988726	-0.2	0.999905277372085	-0.2	0.973670328068452	-0.1	0.999982111190236	-0.1
AT1G03350		0.999602131988726	-0.1	0.999905277372085	0.1	0.779485322651958	0.1	0.999982111190236	0
AT1G03360	RRP4	0.82771931863331	-0.3	0.999905277372085	0.1	0.107076197509887	0.5	0.999982111190236	0
AT1G03365	RF4	0.999602131988726	0	0.999905277372085	0	0.990550324789582	0	0.999982111190236	0
AT1G03370		0.967387139229073	0.3	0.999905277372085	0.3	0.999954124900787	0	0.999982111190236	0
AT1G03380	ATG18G	0.956407159955394	0.2	0.999905277372085	-0.1	0.0758433197244881	-0.4	0.999982111190236	-0.1
AT1G03390		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G03395		NA	0	NA	0	NA	0	NA	0
AT1G03400		0.999602131988726	0.2	0.999905277372085	0	0.744506624125641	-0.2	0.999982111190236	0
AT1G03410	2A6	0.999602131988726	0.1	0.999905277372085	-0.3	0.63477597068166	-0.4	0.999982111190236	0
AT1G03430	AHP5	0.999602131988726	0	0.999905277372085	-0.1	0.805392403386531	-0.2	0.999982111190236	0
AT1G03440		0.999602131988726	0	0.999905277372085	-0.2	0.734204198849293	-0.2	0.999982111190236	0
AT1G03445	BSU1	0.999602131988726	0.2	0.999905277372085	0.1	0.913234345562211	0.1	0.999982111190236	0.1
AT1G03457		0.999602131988726	0	0.999905277372085	0	0.841078847632235	-0.1	0.999982111190236	-0.1
AT1G03470	NET3A	0.999602131988726	0	0.999905277372085	-0.1	0.560653323826201	-0.2	0.999982111190236	-0.1
AT1G03475	CPX1	0.999602131988726	-0.1	0.999905277372085	0.2	0.44983572670487	0.4	0.999982111190236	0.1
AT1G03490	NAC006	NA	0	NA	0	NA	0	0.999982111190236	0
AT1G03495		0.999602131988726	0.2	0.999905277372085	0	0.82655178615111	-0.2	0.999982111190236	0
AT1G03502		NA	-0.1	NA	0	NA	0.1	NA	0
AT1G03506		NA	-0.2	0.999905277372085	0	0.920102629023425	-0.1	0.999982111190236	0
AT1G03510	PCMP-E3	0.999602131988726	-0.2	0.999905277372085	-0.2	0.975190343157888	0.1	0.999982111190236	0
AT1G03515		NA	0	NA	0	NA	0	NA	0
AT1G03520		0.999602131988726	0.1	0.999905277372085	-0.1	0.432183599274823	-0.3	0.999982111190236	-0.1
AT1G03530	ATNAF1	0.880069491907271	-0.3	0.999905277372085	0	0.665051696967472	0.3	0.999982111190236	0
AT1G03540	PCMP-E4	0.999602131988726	-0.2	0.999905277372085	-0.2	0.88805750579486	0.2	0.999982111190236	0
AT1G03545		0.999602131988726	-0.1	0.999905277372085	0	0.908792104338071	0.1	0.999982111190236	0
AT1G03550	SCAMP2	0.999602131988726	0.1	0.999905277372085	-0.3	0.714414438272804	-0.3	0.999982111190236	0
AT1G03560		0.999602131988726	0	0.999905277372085	0	0.788626404978982	0.2	0.999982111190236	0.1
AT1G03570		NA	0	NA	0	NA	0	NA	0
AT1G03590	PPC6-6	0.970697664441799	0.3	0.999905277372085	0.2	0.791273343763654	-0.2	0.999982111190236	0
AT1G03600	PSB27-1	0.999602131988726	0.1	0.999905277372085	-0.2	0.855608707588966	-0.1	0.999982111190236	0.1
AT1G03610		0.999602131988726	0.3	0.999905277372085	0	0.52117553143087	-0.4	0.999982111190236	0
AT1G03620		0.999602131988726	0.2	0.999905277372085	0.4	0.901886021874911	-0.2	0.999982111190236	-0.1
AT1G03630	PORC	0.999602131988726	-0.1	0.999905277372085	0	0.745008737904239	0.3	0.999982111190236	0.1
AT1G03640		NA	0	NA	0	NA	0	NA	0
AT1G03650		0.999602131988726	0	0.999905277372085	0.2	0.999725687003417	0	0.999982111190236	-0.1
AT1G03660		0.999602131988726	0.1	0.999905277372085	0	0.957874133543353	-0.1	0.999982111190236	0
AT1G03670		NA	0	0.999905277372085	-0.2	0.738919133293793	-0.2	0.999982111190236	0
AT1G03680	ATHM1	0.999602131988726	0	0.999905277372085	0	0.963144355079548	0.1	0.999982111190236	0.1
AT1G03687		0.999602131988726	-0.1	0.999905277372085	0	0.779684901472543	0.2	0.999982111190236	0
AT1G03700		NA	0.1	0.999905277372085	0.2	NA	0	0.999982111190236	0
AT1G03710		0.999602131988726	0.2	0.999905277372085	0.3	0.9837938979461	0	0.999982111190236	0
AT1G03720		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G03730		0.977332805612177	0.3	0.999905277372085	0.2	0.920819506692628	-0.1	0.999982111190236	0
AT1G03740		0.310053694640679	0.5	0.433859779083508	0.5	0.985989477736411	0	0.999982111190236	0
AT1G03743		NA	0	NA	0	NA	0	NA	0
AT1G03746		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G03750	SWI2	0.999602131988726	0.2	0.999905277372085	0	0.749806750601439	-0.2	0.999982111190236	0
AT1G03760		0.999602131988726	-0.1	0.999905277372085	0	0.975865484448952	0	0.999982111190236	0
AT1G03770	RING1B	0.999602131988726	-0.1	0.999905277372085	0	0.960110419591393	0.1	0.999982111190236	0
AT1G03780	TPX2	0.00119445989727	-0.6	0.999905277372085	-0.1	0.527252314206227	0.4	0.999982111190236	0
AT1G03790	SOM	0.840424885357893	0.4	0.434722688667596	-0.8	0.126766020654336	-0.7	0.999982111190236	0
AT1G03800	ERF10	0.999602131988726	0.2	0.999905277372085	0	0.967154014117394	0.1	0.999982111190236	0.1
AT1G03810		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G03820		0.999602131988726	0	0.999905277372085	0.2	0.767056653514328	0.3	0.999982111190236	0
AT1G03830		0.837001153942381	-0.3	0.999905277372085	-0.2	0.977135130776203	0	0.999982111190236	-0.1
AT1G03840	MGP	0.999602131988726	-0.2	0.999905277372085	-0.1	0.77203730633822	0.2	0.999982111190236	0
AT1G03850		0.905032000584545	0.4	0.999905277372085	0.4	0.989096616960316	0	0.999982111190236	0.1
AT1G03860	PHB2	0.999602131988726	-0.2	0.999905277372085	0.2	0.195658955365979	0.4	0.999982111190236	0
AT1G03870	FLA9	0.999602131988726	-0.1	0.999905277372085	0.3	0.821409956873315	0.2	0.999982111190236	0
AT1G03880	CRB	NA	0	0.000977281751600157	-1.4	0.181474208695349	-0.6	0.999982111190236	0.1
AT1G03890	CRD	NA	0	0.999905277372085	-0.3	NA	-0.1	0.999982111190236	0
AT1G03900	ATNAP4	0.999602131988726	0.1	0.999905277372085	0	0.954411969344773	-0.1	0.999982111190236	0
AT1G03905	ABCI19	0.999602131988726	0.2	0.999905277372085	0.2	0.977341653484264	0	0.999982111190236	0
AT1G03910	CTN	0.999602131988726	-0.1	0.999905277372085	-0.1	0.894498168555192	-0.1	0.999982111190236	0
AT1G03920		0.999602131988726	0	0.999905277372085	-0.1	0.928938506799666	-0.1	0.999982111190236	0
AT1G03930	CKL9	0.999602131988726	0.1	0.999905277372085	-0.1	0.689618712609478	-0.1	0.999982111190236	0.1
AT1G03935		0.999602131988726	0	0.999905277372085	-0.2	0.91248652973371	-0.1	0.999982111190236	0
AT1G03940	3AT1	0.999602131988726	0.1	0.999905277372085	-0.2	0.873435219465942	-0.2	0.999982111190236	0
AT1G03950	VPS2.3	0.999602131988726	0.2	0.999905277372085	0	0.971041910978099	0	0.999982111190236	0
AT1G03960	B''EPSILON	0.999602131988726	-0.1	0.999905277372085	-0.2	0.796465377352885	-0.2	0.999982111190236	0
AT1G03970	GBF4	0.999602131988726	0.1	0.999905277372085	-0.2	0.273487913732265	-0.3	0.999982111190236	0
AT1G03980	ATPCS2	0.934306502638684	-0.3	0.999905277372085	0	0.796643944553444	0.3	0.999982111190236	0
AT1G03982	RIC8	NA	0	NA	0	NA	0	NA	0
AT1G03987		NA	-0.1	0.999905277372085	-0.1	0.851355678870428	-0.2	0.999982111190236	0
AT1G03990	FAO1	0.999602131988726	0	0.999905277372085	-0.2	0.507743480247051	-0.4	0.999982111190236	-0.1
AT1G03993		NA	0	NA	0	NA	0	NA	0
AT1G03997		NA	0	NA	0	NA	0	NA	0
AT1G04000		0.999602131988726	0.1	0.999905277372085	-0.2	0.818394138068456	-0.1	0.999982111190236	0.1
AT1G04003		NA	0	NA	0	NA	0	NA	0
AT1G04007		0.999602131988726	-0.3	0.999905277372085	-0.3	0.865639667856964	-0.2	0.999982111190236	-0.1
AT1G04010	PSAT	0.999602131988726	0	0.999905277372085	-0.1	0.931609101350341	-0.1	0.999982111190236	0
AT1G04013		0.999602131988726	-0.2	0.999905277372085	-0.2	0.984376323728782	0	0.999982111190236	0
AT1G04017		NA	0	NA	0	NA	0	NA	0
AT1G04020	ATBARD1	0.837001153942381	-0.3	0.999905277372085	-0.1	0.330440662997683	0.5	0.999982111190236	0.1
AT1G04023		NA	0	NA	0	NA	0	NA	0
AT1G04027		NA	-0.1	0.999905277372085	-0.1	0.99146538131206	0	0.999982111190236	0
AT1G04030		0.636055041009466	-0.3	0.999905277372085	-0.2	0.899234952985679	0.1	0.999982111190236	0
AT1G04033		NA	0	NA	0	NA	0.1	NA	0
AT1G04037		0.999602131988726	0.1	0.999905277372085	-0.2	0.962221959133269	-0.1	0.999982111190236	0
AT1G04040		0.999602131988726	-0.3	0.999905277372085	0.2	0.0489978735681324	0.7	0.999982111190236	0.1
AT1G04043		NA	0	NA	0	NA	0	NA	0
AT1G04047		0.999602131988726	-0.2	0.999905277372085	-0.3	0.895206752547585	-0.2	0.999982111190236	-0.1
AT1G04050	SUVR1	0.999602131988726	0	0.999905277372085	-0.1	0.902208661258256	-0.1	0.999982111190236	0
AT1G04053		NA	-0.1	0.999905277372085	-0.3	NA	-0.1	0.999982111190236	0
AT1G04057		NA	0	NA	0	NA	0	NA	0
AT1G04063		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04067		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04070	TOM9-1	0.999602131988726	-0.1	0.999905277372085	0.2	0.72891401998842	0.2	0.999982111190236	-0.1
AT1G04073		NA	0	0.999905277372085	-0.2	0.693085174120082	-0.3	0.999982111190236	-0.1
AT1G04077		NA	0	NA	0	NA	0	NA	0
AT1G04080	PRP39	0.999602131988726	-0.1	0.999905277372085	-0.1	0.916014130263939	-0.1	0.999982111190236	0
AT1G04083		NA	-0.1	0.999905277372085	-0.1	NA	0	0.999982111190236	0
AT1G04087		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04090		0.999602131988726	0.1	0.999905277372085	0.1	0.811173617531924	0.2	0.999982111190236	0.1
AT1G04093		NA	-0.1	NA	-0.1	NA	-0.1	0.999982111190236	0
AT1G04097		NA	0	NA	0.2	NA	0.1	0.999982111190236	0
AT1G04100	IAA10	0.999602131988726	0.2	0.999905277372085	0.1	0.933618030731635	-0.1	0.999982111190236	0
AT1G04103		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04105		NA	0	NA	0	NA	0	NA	0
AT1G04110	SBT1.2	0.897021591309436	-0.2	0.999905277372085	-0.3	0.928327983444247	-0.1	0.999982111190236	0
AT1G04117		NA	-0.3	0.999905277372085	-0.2	0.998920626454854	0	0.999982111190236	-0.1
AT1G04120	ABCC5	0.999602131988726	0	0.999905277372085	0.1	0.996049731512827	0	0.999982111190236	0
AT1G04123		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04127		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04130	TPR2	0.999602131988726	-0.2	0.999905277372085	0	0.876710652441185	0.1	0.999982111190236	-0.1
AT1G04133		NA	0.2	0.999905277372085	0	NA	-0.1	0.999982111190236	0
AT1G04137		NA	0	NA	0	NA	0	NA	0
AT1G04140		0.999602131988726	0.1	0.999905277372085	0	0.627806186470469	-0.2	0.999982111190236	-0.1
AT1G04143		NA	0	NA	0	NA	0	NA	0
AT1G04147		NA	0.1	0.999905277372085	0.1	NA	0	0.999982111190236	0
AT1G04150		0.203131340564078	-0.6	0.999905277372085	-0.3	0.751616651057156	0.2	0.999982111190236	-0.1
AT1G04153		NA	-0.1	NA	-0.1	NA	-0.2	0.999982111190236	0
AT1G04157		NA	0.2	0.999905277372085	0.2	NA	0	0.999982111190236	0
AT1G04160	XI-B	0.999602131988726	-0.2	0.999905277372085	-0.1	0.847468745516767	0.1	0.999982111190236	0
AT1G04163		NA	0	NA	0	NA	0	NA	0
AT1G04167		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04170	EIF2 GAMMA	0.926730420103802	-0.2	0.999905277372085	0.2	0.1166392748307	0.4	0.999982111190236	0
AT1G04173		NA	-0.1	NA	-0.1	NA	-0.2	0.999982111190236	0
AT1G04177		NA	0	NA	0	NA	0	NA	0
AT1G04180	YUC9	NA	0.1	0.999905277372085	0	NA	-0.1	0.999982111190236	0
AT1G04183		NA	0.1	0.999905277372085	-0.2	NA	-0.2	0.999982111190236	0
AT1G04187		0.999602131988726	0.2	0.999905277372085	0.3	0.841423588423955	-0.2	0.999982111190236	-0.1
AT1G04190	TPR3	0.790073854459132	-0.2	0.999905277372085	0.1	0.369754158571958	0.3	0.999982111190236	0
AT1G04193		NA	0.3	0.999905277372085	0.3	NA	-0.3	0.999982111190236	-0.1
AT1G04197		0.999602131988726	0	0.999905277372085	0.1	0.838858574725775	-0.2	0.999982111190236	-0.1
AT1G04200		0.999602131988726	0	0.999905277372085	0	0.994625190476839	0	0.999982111190236	0
AT1G04203		NA	0	NA	0	NA	0	NA	0
AT1G04207		NA	0	NA	0	NA	0	NA	0
AT1G04210		0.999602131988726	0	0.999905277372085	0	0.960110419591393	0	0.999982111190236	0
AT1G04213		NA	0	NA	0	NA	0	NA	0
AT1G04217		0.999602131988726	0.1	0.999905277372085	-0.3	0.40638996732152	-0.5	0.999982111190236	-0.1
AT1G04220	KCS2	0.999602131988726	0.2	0.999905277372085	-0.2	0.593212058881777	-0.4	0.999982111190236	0
AT1G04223		0.999602131988726	0.1	0.999905277372085	-0.2	0.956706572779754	-0.1	0.999982111190236	0.1
AT1G04227		NA	0	NA	0	NA	0	NA	0
AT1G04230		0.999602131988726	0	0.999905277372085	0	0.917287040599525	-0.1	0.999982111190236	-0.1
AT1G04233		NA	0	NA	0	NA	0	NA	0
AT1G04237		0.999602131988726	-0.1	0.999905277372085	0	0.996049731512827	0	0.999982111190236	0
AT1G04240	SHY2	0.999602131988726	-0.1	0.999905277372085	-0.1	0.866479746807451	-0.2	0.999982111190236	-0.1
AT1G04243		NA	0	NA	0	NA	0	NA	0
AT1G04247		0.999602131988726	0.1	0.999905277372085	0.1	0.760911417351055	-0.2	0.999982111190236	-0.1
AT1G04250	IAA17	0.999602131988726	0	0.999905277372085	0.1	0.934816519948621	0.1	0.999982111190236	0
AT1G04253		NA	0	NA	0	NA	0	NA	0
AT1G04257		NA	0	NA	0	NA	0	NA	0
AT1G04260	PRA1D	0.999602131988726	0.1	0.999905277372085	0.1	0.938084645243841	-0.1	0.999982111190236	-0.1
AT1G04263		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04267		0.950022195150847	-0.3	0.999905277372085	0	0.739815487770757	0.3	0.999982111190236	0
AT1G04270	RPS15A	0.78990528074284	-0.3	0.999905277372085	0.1	0.517115186302007	0.4	0.999982111190236	0
AT1G04273		0.999602131988726	0.1	0.999905277372085	0.1	0.896256392459128	-0.2	0.999982111190236	-0.1
AT1G04277		0.999602131988726	-0.2	0.999905277372085	-0.1	0.748294848782297	0.3	0.999982111190236	0
AT1G04280		0.999602131988726	0.2	0.999905277372085	-0.1	0.558244520669562	-0.3	0.999982111190236	0
AT1G04283		NA	0	NA	0	NA	0	NA	0
AT1G04287		NA	0	NA	0	NA	0	NA	0
AT1G04290		0.999602131988726	0.1	0.999905277372085	0	0.984926995206469	0	0.999982111190236	0
AT1G04293		NA	0	NA	0	NA	0	NA	0
AT1G04295		NA	0	NA	0	NA	0	NA	0
AT1G04297		NA	-0.1	0.999905277372085	-0.4	NA	-0.2	0.999982111190236	0
AT1G04300	TRAF1B	0.999602131988726	0.1	0.999905277372085	0	0.645862237942582	-0.2	0.999982111190236	0
AT1G04303		NA	-0.2	0.999905277372085	-0.1	0.937593259821815	0.1	0.999982111190236	0
AT1G04307		NA	0	NA	0	NA	0	NA	0
AT1G04310	ERS2	0.999602131988726	0.1	0.999905277372085	0.3	0.835125724063928	0.2	0.999982111190236	0
AT1G04313		NA	-0.2	0.999905277372085	-0.2	0.916014130263939	0.1	0.999982111190236	0
AT1G04320		NA	0	NA	0	NA	0	NA	0
AT1G04323		NA	-0.2	0.999905277372085	0	0.960110419591393	0	0.999982111190236	0
AT1G04327		NA	0	NA	0	NA	0	NA	0
AT1G04330		NA	0.3	0.999905277372085	0.2	NA	-0.1	0.999982111190236	0
AT1G04333		NA	0	NA	0	NA	0	NA	0
AT1G04337		NA	0	NA	0	NA	0	NA	0
AT1G04340		0.928238759055397	-0.2	0.999905277372085	0.1	0.823049519937408	0.2	0.999982111190236	0
AT1G04343		NA	0	NA	0	NA	0	NA	0
AT1G04347		NA	0.1	0.999905277372085	0.2	0.93752142086005	-0.1	0.999982111190236	0
AT1G04350		0.958383299693843	0.2	0.999905277372085	0	0.659623315527337	-0.2	0.999982111190236	0
AT1G04353		NA	0	0.999905277372085	-0.1	NA	0.1	0.999982111190236	0
AT1G04357		NA	-0.4	0.999905277372085	-0.5	0.966933679811278	-0.1	0.999982111190236	0
AT1G04360	ATL1	0.949711786149941	0.3	0.999905277372085	0	0.990599955466431	0	0.999982111190236	0.1
AT1G04363		NA	0	NA	0	NA	0	NA	0
AT1G04367		NA	0.3	0.999905277372085	-0.1	NA	-0.3	0.999982111190236	0
AT1G04370	ERF14	NA	0.1	NA	0.1	NA	0.1	0.999982111190236	0
AT1G04373		NA	0	NA	0	NA	0	NA	0
AT1G04377		NA	0	NA	0	NA	0	NA	0
AT1G04380		0.839470952385726	0.4	0.999905277372085	0	0.848529643023995	-0.2	0.999982111190236	0.1
AT1G04383		NA	0	NA	0	NA	0	NA	0
AT1G04387		NA	0	NA	0	NA	0	NA	0
AT1G04390		0.999602131988726	0.1	0.999905277372085	-0.1	0.5819721676109	-0.2	0.999982111190236	0
AT1G04393		NA	-0.1	NA	-0.1	NA	0	0.999982111190236	0
AT1G04397		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04400	CRY2	0.999602131988726	0.2	0.999905277372085	-0.1	0.514838314237137	-0.3	0.999982111190236	0
AT1G04403		NA	0	NA	0	NA	0	NA	0
AT1G04407		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04410	MDH1	0.999602131988726	0.1	0.999905277372085	0.1	0.915111667289098	0.1	0.999982111190236	0
AT1G04413		NA	0	NA	0	NA	-0.1	0.999982111190236	0
AT1G04417		NA	0	NA	-0.1	NA	0	0.999982111190236	0
AT1G04420		0.999602131988726	-0.1	0.999905277372085	-0.1	0.951726552740508	0.1	0.999982111190236	0.1
AT1G04423		NA	-0.1	0.999905277372085	-0.1	0.932524229971875	0.1	0.999982111190236	0
AT1G04425		0.395140261982716	-0.5	0.999905277372085	0	0.448960499643567	0.4	0.999982111190236	0
AT1G04427		NA	0.1	NA	0.2	NA	-0.1	0.999982111190236	0
AT1G04430		0.999602131988726	0	0.999905277372085	0	0.975033345956322	0	0.999982111190236	0
AT1G04433		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04437		NA	-0.1	NA	0	NA	0	0.999982111190236	0
AT1G04440	CKL13	0.999602131988726	0.2	0.999905277372085	0	0.8705141153021	-0.1	0.999982111190236	0
AT1G04443		NA	0	NA	0	NA	0	NA	0
AT1G04445		NA	0	NA	0	NA	-0.2	0.999982111190236	-0.1
AT1G04447		NA	0	NA	0	NA	0	NA	0
AT1G04450	RIC3	NA	0	NA	0	NA	0	NA	0
AT1G04453		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04455		NA	0	NA	0	NA	-0.1	0.999982111190236	0
AT1G04463		NA	0	NA	0	NA	0	NA	0
AT1G04467		NA	0.1	0.999905277372085	-0.2	0.959551340160885	-0.1	0.999982111190236	0
AT1G04470		NA	0	0.999905277372085	0.2	NA	0.2	0.999982111190236	0
AT1G04473		0.999602131988726	0	0.999905277372085	0.1	0.998123562346208	0	0.999982111190236	-0.1
AT1G04477		0.999602131988726	0.1	0.999905277372085	0	0.858675813899719	-0.2	0.999982111190236	0
AT1G04480	RPL23A	0.999602131988726	-0.2	0.999905277372085	0.2	0.343291080207697	0.4	0.999982111190236	0
AT1G04483		NA	-0.1	NA	0	NA	0	0.999982111190236	0
AT1G04487		NA	0	NA	0	NA	0	NA	0
AT1G04490		NA	0.1	0.999905277372085	0.1	NA	-0.2	0.999982111190236	0
AT1G04493		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04497		NA	0	NA	0	NA	0	NA	0
AT1G04500		0.999602131988726	0.1	0.566505303465321	0.7	0.889777374609987	0.1	0.999982111190236	-0.1
AT1G04503		NA	0	NA	0	NA	0	NA	0
AT1G04507		NA	0	NA	0	NA	0	NA	0
AT1G04510	PRP19A	0.999602131988726	-0.1	0.999905277372085	0.1	0.65407515278517	0.2	0.999982111190236	0
AT1G04513		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04517		NA	0	NA	0	NA	0	NA	0
AT1G04520	CRRSP3	0.934306502638684	-0.2	0.999905277372085	0.1	0.61115495325539	0.3	0.999982111190236	0
AT1G04523		NA	0	NA	0	NA	0	NA	0
AT1G04527		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04530	TPR4	0.999602131988726	0.1	0.999905277372085	0.1	0.989932654912234	0	0.999982111190236	0
AT1G04533		NA	0	NA	0	NA	-0.1	0.999982111190236	0
AT1G04537		NA	0	NA	0	NA	0	NA	0
AT1G04540		0.999602131988726	0.1	0.999905277372085	0.1	0.968609811815665	0.1	0.999982111190236	0
AT1G04547		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04550	IAA12	0.999602131988726	0	0.999905277372085	0	0.99990669453484	0	0.999982111190236	0
AT1G04555		0.999602131988726	0	0.999905277372085	0.1	0.794124084942387	0.2	0.999982111190236	0.1
AT1G04557		NA	0	NA	0	NA	0	NA	0
AT1G04560		0.111648272597369	0.8	0.130418940412751	-1	0.0267882664055373	-0.9	0.999982111190236	0
AT1G04563		NA	-0.2	NA	-0.1	NA	0.1	0.999982111190236	0
AT1G04567		NA	-0.1	0.999905277372085	-0.2	NA	-0.1	0.999982111190236	0
AT1G04570		0.999602131988726	-0.3	0.999905277372085	-0.6	0.93752142086005	-0.1	0.999982111190236	0
AT1G04573		NA	0	NA	0	NA	0	NA	0
AT1G04577		NA	0.2	0.999905277372085	0.3	NA	-0.2	0.999982111190236	-0.1
AT1G04580	AAO4	NA	0.2	0.999905277372085	0.2	NA	-0.2	0.999982111190236	0
AT1G04583		NA	0	NA	0	NA	0	NA	0
AT1G04587		0.999602131988726	0	0.999905277372085	-0.3	0.847468745516767	-0.2	0.999982111190236	0
AT1G04590		0.926730420103802	-0.2	0.999905277372085	-0.2	0.805618912193117	0.2	0.999982111190236	0.1
AT1G04593		NA	0	NA	0	NA	0	NA	0
AT1G04597		NA	0	NA	0	NA	0	NA	0
AT1G04600	XI-A	0.999602131988726	-0.2	0.999905277372085	0	0.98448512363669	0	0.999982111190236	0
AT1G04603		NA	0	NA	0	NA	0	NA	0
AT1G04607		NA	0	NA	0	NA	0	NA	0
AT1G04610	YUC3	0.999602131988726	0.1	0.999905277372085	-0.1	0.932792168807668	-0.1	0.999982111190236	0
AT1G04620	HCAR	0.999602131988726	0	0.999905277372085	-0.1	0.99990669453484	0	0.999982111190236	0
AT1G04623		NA	0	NA	0	NA	0	NA	0
AT1G04625		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04630	MEE4	0.999602131988726	-0.1	0.999905277372085	0	0.654209485036778	0.2	0.999982111190236	0
AT1G04635	EMB1687	0.999602131988726	-0.1	0.999905277372085	0	0.957478538892652	0.1	0.999982111190236	0
AT1G04640	LIP2	0.999602131988726	0	0.999905277372085	0	0.998123562346208	0	0.999982111190236	0
AT1G04643		NA	0	NA	0	NA	0	NA	0
AT1G04645	SPH5	NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04647		NA	0	NA	0	NA	0	NA	0
AT1G04650		0.999602131988726	-0.2	0.999905277372085	-0.2	0.967154014117394	0.1	0.999982111190236	0.1
AT1G04653		NA	0	NA	0	NA	0	NA	0
AT1G04657		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04660		0.868379024422653	0.4	0.999905277372085	-0.2	0.962987069590049	-0.1	0.999982111190236	0.2
AT1G04667		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04670		NA	0	NA	0	NA	0	NA	0
AT1G04673		NA	0	NA	0	NA	0	NA	0
AT1G04677		NA	0	NA	0	NA	0	NA	0
AT1G04680		0.999602131988726	-0.1	0.999905277372085	0.2	0.413469055679329	0.4	0.999982111190236	0
AT1G04683		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04687		NA	0	NA	0	NA	0	NA	0
AT1G04690	KAB1	0.999602131988726	0	0.999905277372085	0	0.884859431353213	0.1	0.999982111190236	0.1
AT1G04693		NA	0	NA	0	NA	0	NA	0
AT1G04697		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04700		0.999602131988726	-0.2	0.999905277372085	-0.1	0.852144579242307	0.2	0.999982111190236	0
AT1G04703		NA	0	NA	0	NA	0	NA	0
AT1G04707		NA	0	NA	0	NA	0	NA	0
AT1G04710	KAT1	0.999602131988726	-0.1	0.999905277372085	0	0.892765973627541	0.1	0.999982111190236	0
AT1G04713		NA	0	NA	0	NA	0	NA	0
AT1G04717		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G04720		NA	0	NA	0	NA	0	NA	0
AT1G04723		NA	0.1	0.999905277372085	0	NA	0	0.999982111190236	0
AT1G04730	CTF18	0.166534917656384	-0.4	0.999905277372085	-0.2	0.638604891818227	0.3	0.999982111190236	0.1
AT1G04733		NA	0	NA	0	NA	0	NA	0
AT1G04737		NA	0	NA	0	NA	-0.1	0.999982111190236	0
AT1G04743		NA	0	NA	0	NA	0	NA	0
AT1G04747		NA	0	NA	0	NA	0	NA	0
AT1G04750	VAMP721	0.999602131988726	0	0.999905277372085	0.1	0.765193272723238	0.1	0.999982111190236	0
AT1G04753		NA	0	NA	0	NA	0	0.999982111190236	0
